eta,momentum,lambda,error
0.1,0.8,0.08,1.837007174665753
0.7000000000000001,0.30000000000000004,0.01,1.8378824334477282
0.8,0.1,0.06000000000000001,1.838163373058117
0.5,0.2,0.020000000000000004,1.8445713798053893
0.5,0.2,0.1,1.8466667648181745
0.7000000000000001,0.6,0.09000000000000001,1.8518665413294462
0.5,0.8,0.020000000000000004,1.853073025581712
1.0,0.7000000000000001,0.1,1.854737557671005
0.9,0.1,0.09000000000000001,1.857346293621952
0.8,0.6,0.04000000000000001,1.8575941308214612
1.0,0.4,0.08,1.862643301241534
0.4,0.7000000000000001,0.06000000000000001,1.8653018281885594
0.2,1.0,0.09000000000000001,1.867284593560226
0.8,0.30000000000000004,0.09000000000000001,1.8677019584286865
0.30000000000000004,0.5,0.04000000000000001,1.8677371653060435
1.0,0.1,0.01,1.868683415603388
0.4,0.7000000000000001,0.08,1.8722596728948016
0.9,0.7000000000000001,0.09000000000000001,1.8737258360248
0.8,0.1,0.01,1.8741118093247406
0.4,0.6,0.1,1.8757794793450486
0.9,0.6,0.01,1.8762899986168498
0.7000000000000001,0.4,0.1,1.8801471976091761
0.6,0.8,0.020000000000000004,1.880997123394062
1.0,0.1,0.020000000000000004,1.8856997870911487
0.5,0.1,0.030000000000000006,1.8863087411254937
1.0,0.7000000000000001,0.08,1.8903867576959221
1.0,1.0,0.07,1.8919953898481783
1.0,0.4,0.04000000000000001,1.8947875095727245
0.7000000000000001,0.7000000000000001,0.08,1.8954121838546782
1.0,0.2,0.06000000000000001,1.8956189224580149
0.1,0.9,0.030000000000000006,1.9019393183330853
0.8,0.1,0.1,1.9040164830559072
0.9,0.4,0.07,1.9091290648225911
0.9,1.0,0.01,1.9101658455617012
0.1,0.8,0.030000000000000006,1.9115629310780302
0.8,1.0,0.09000000000000001,1.9118852848181158
0.7000000000000001,0.2,0.07,1.9133199225321176
0.5,0.6,0.030000000000000006,1.9194946335778151
0.30000000000000004,0.8,0.05000000000000001,1.921055349461817
1.0,0.8,0.07,1.9235727754647542
0.9,0.8,0.08,1.9237602071598303
0.5,0.8,0.06000000000000001,1.9263954528530889
0.8,1.0,0.07,1.9306901409547337
0.1,1.0,0.05000000000000001,1.9315851228904164
0.8,0.8,0.09000000000000001,1.9378202719573205
0.30000000000000004,0.9,0.08,1.9415945609970526
0.9,0.9,0.07,1.9423303426160974
0.9,0.30000000000000004,0.04000000000000001,1.9424495350545716
0.8,0.9,0.09000000000000001,1.94292018391153
0.8,0.5,0.04000000000000001,1.9445943090397924
0.1,0.9,0.04000000000000001,1.947034340849973
0.30000000000000004,0.8,0.04000000000000001,1.9474298360194262
0.5,0.8,0.07,1.948743515249621
0.1,0.8,0.09000000000000001,1.9487443658639807
1.0,0.4,0.09000000000000001,1.9520612736795242
1.0,0.9,0.030000000000000006,1.9576098747675126
0.4,0.8,0.01,1.961881681050472
0.5,0.9,0.030000000000000006,1.962816088795165
0.1,0.9,0.06000000000000001,1.9643290760638252
0.4,0.30000000000000004,0.08,1.9683829698234983
0.30000000000000004,1.0,0.09000000000000001,1.968741199958136
0.9,0.5,0.030000000000000006,1.9708071538051115
0.7000000000000001,1.0,0.1,1.9728508622621008
1.0,0.8,0.06000000000000001,1.9730686551635022
0.7000000000000001,0.9,0.020000000000000004,1.975683094331114
0.7000000000000001,0.9,0.030000000000000006,1.9756848510559777
0.4,0.9,0.04000000000000001,1.977425352838804
0.8,0.2,0.030000000000000006,1.9785708607574515
1.0,0.9,0.04000000000000001,1.978580803127647
0.4,0.6,0.08,1.979358087959384
0.1,0.5,0.020000000000000004,1.9797341041549903
0.2,0.8,0.09000000000000001,1.9810291149479688
0.9,1.0,0.1,1.9822346578312644
0.30000000000000004,0.5,0.07,1.9826114673398656
0.7000000000000001,0.30000000000000004,0.020000000000000004,1.9838815601018238
0.4,0.7000000000000001,0.030000000000000006,1.9839732879800311
0.6,0.30000000000000004,0.01,1.9853315554570998
0.6,0.30000000000000004,0.05000000000000001,1.9863467271733235
0.30000000000000004,0.5,0.020000000000000004,1.9868859116257054
0.8,0.30000000000000004,0.020000000000000004,1.9869021616136024
0.5,0.4,0.09000000000000001,1.9870553696267126
0.7000000000000001,0.5,0.020000000000000004,1.9880464205386899
0.7000000000000001,0.9,0.07,1.988523745919531
0.6,0.6,0.08,1.9886124368764841
0.2,0.9,0.04000000000000001,1.9887766807149339
0.6,1.0,0.09000000000000001,1.9905423808798324
0.8,0.7000000000000001,0.08,1.9905939861331987
0.7000000000000001,1.0,0.05000000000000001,1.993461968477048
0.6,0.5,0.09000000000000001,1.9956286675222519
0.5,0.9,0.06000000000000001,1.996479188785196
0.5,1.0,0.030000000000000006,1.9968415388203207
1.0,0.7000000000000001,0.09000000000000001,1.998189298578755
0.5,0.5,0.06000000000000001,1.9983819828696
0.6,0.7000000000000001,0.1,1.9987320474768135
0.7000000000000001,1.0,0.030000000000000006,1.998891444537585
0.8,0.30000000000000004,0.06000000000000001,1.9997142142430409
0.9,1.0,0.09000000000000001,1.999728478883789
0.6,1.0,0.07,2.000604005569703
0.30000000000000004,0.8,0.1,2.0007951030207582
0.30000000000000004,1.0,0.020000000000000004,2.0008545377269034
0.2,0.6,0.01,2.001761705692218
0.6,0.30000000000000004,0.06000000000000001,2.0038044366618535
0.7000000000000001,0.2,0.04000000000000001,2.0058690031278346
0.6,0.6,0.05000000000000001,2.005882495484402
1.0,0.6,0.01,2.006668619986837
0.30000000000000004,1.0,0.05000000000000001,2.006718660656756
0.7000000000000001,0.8,0.04000000000000001,2.006721777137527
0.4,0.7000000000000001,0.01,2.0068440248300727
0.7000000000000001,0.6,0.04000000000000001,2.0093266487469594
0.5,1.0,0.06000000000000001,2.0094516275269316
0.5,0.7000000000000001,0.020000000000000004,2.0097777601820463
0.8,0.5,0.030000000000000006,2.0105118196646
0.4,1.0,0.020000000000000004,2.0111309267924025
1.0,0.9,0.09000000000000001,2.0116360081232703
1.0,1.0,0.01,2.0116360960293176
0.7000000000000001,1.0,0.01,2.0116360960293176
1.0,1.0,0.04000000000000001,2.0116360960293176
0.6,0.9,0.07,2.0116361474119016
0.5,1.0,0.04000000000000001,2.012637710611648
0.1,0.9,0.05000000000000001,2.014502699843699
0.5,0.8,0.09000000000000001,2.0150428699695384
0.4,0.9,0.07,2.0172715003794517
0.8,0.9,0.07,2.0178458794813117
0.9,0.6,0.020000000000000004,2.0179315276463976
0.8,0.7000000000000001,0.1,2.018202836651079
0.2,0.9,0.05000000000000001,2.018619909671099
0.6,0.6,0.06000000000000001,2.02047951718896
0.7000000000000001,0.30000000000000004,0.07,2.023283701815053
0.9,0.8,0.030000000000000006,2.024481075834578
0.2,0.9,0.06000000000000001,2.0252187512463036
0.7000000000000001,0.5,0.01,2.0277973964629297
0.30000000000000004,0.6,0.01,2.028463781409693
0.30000000000000004,0.6,0.08,2.0293411627383415
0.4,0.6,0.04000000000000001,2.0294139973810847
0.1,0.8,0.05000000000000001,2.029473011021413
0.8,1.0,0.030000000000000006,2.0304070159617886
0.6,0.6,0.07,2.032107194681832
0.30000000000000004,0.30000000000000004,0.030000000000000006,2.032798566445119
0.2,0.8,0.06000000000000001,2.0328649535587155
0.4,0.8,0.07,2.0332943091116196
0.6,0.9,0.020000000000000004,2.035556311437461
1.0,0.1,0.04000000000000001,2.0359665161266114
0.6,0.7000000000000001,0.06000000000000001,2.0363337216532194
0.30000000000000004,0.1,0.04000000000000001,2.037406668388535
0.5,0.9,0.05000000000000001,2.038737883721469
0.4,0.9,0.08,2.0390946971120214
0.4,0.8,0.05000000000000001,2.039487628034294
0.8,0.7000000000000001,0.030000000000000006,2.0435808264876236
0.5,0.7000000000000001,0.1,2.0436298189007673
0.5,0.7000000000000001,0.08,2.0445682568430334
0.6,0.30000000000000004,0.08,2.045171556633458
0.8,0.8,0.05000000000000001,2.0468315487859976
1.0,0.5,0.020000000000000004,2.0483397824602356
0.2,0.7000000000000001,0.08,2.0484599356654347
0.5,0.7000000000000001,0.04000000000000001,2.0487111406214766
0.30000000000000004,0.6,0.030000000000000006,2.0507942946600926
0.6,0.8,0.1,2.0509224735620304
1.0,0.7000000000000001,0.01,2.0510188660545206
0.9,0.2,0.09000000000000001,2.0529180157798557
0.4,0.4,0.08,2.053048729373572
0.7000000000000001,0.4,0.07,2.0542798642456654
0.6,1.0,0.08,2.054976981666202
0.8,1.0,0.08,2.0554596545381885
0.4,1.0,0.05000000000000001,2.0558631517191523
1.0,0.2,0.020000000000000004,2.0559149907989047
0.7000000000000001,1.0,0.020000000000000004,2.0560736922255125
0.1,0.7000000000000001,0.04000000000000001,2.0562110236514437
0.4,0.7000000000000001,0.020000000000000004,2.0574886287214373
0.8,0.9,0.08,2.0575140256743367
0.4,0.8,0.030000000000000006,2.057650097857131
0.4,0.7000000000000001,0.05000000000000001,2.0592435485265903
0.4,0.9,0.09000000000000001,2.0606769423963756
0.6,0.4,0.07,2.0625725080711046
0.9,0.7000000000000001,0.06000000000000001,2.0649464542541462
0.4,0.9,0.06000000000000001,2.0686875069656945
0.7000000000000001,1.0,0.08,2.0689762859819885
0.8,0.2,0.01,2.0691641123991418
0.6,0.1,0.08,2.0751632174968293
0.5,0.1,0.020000000000000004,2.0767484019761033
0.4,0.9,0.030000000000000006,2.0770258405315505
0.8,0.9,0.04000000000000001,2.078148660688765
1.0,0.5,0.1,2.0784977003059435
0.6,0.1,0.030000000000000006,2.0786885409069855
0.9,0.2,0.020000000000000004,2.0789929401998646
0.30000000000000004,1.0,0.07,2.0794747839614485
0.5,0.6,0.01,2.081910632616519
1.0,1.0,0.05000000000000001,2.0828077465503476
1.0,0.30000000000000004,0.020000000000000004,2.0848981975772327
0.30000000000000004,0.9,0.04000000000000001,2.085111919815004
0.5,0.5,0.030000000000000006,2.088040662665742
0.5,0.9,0.04000000000000001,2.090658626293391
0.7000000000000001,0.8,0.01,2.092443681668861
0.30000000000000004,0.6,0.07,2.097981798078149
1.0,0.30000000000000004,0.08,2.0983763705347487
0.30000000000000004,1.0,0.1,2.0992188963476353
1.0,0.4,0.05000000000000001,2.099781990392753
0.30000000000000004,0.9,0.07,2.099912036142242
0.30000000000000004,0.9,0.05000000000000001,2.1038741859572414
0.7000000000000001,0.8,0.1,2.105915843776416
0.1,0.9,0.09000000000000001,2.106830700438781
0.5,0.6,0.07,2.1085701182520595
0.6,0.9,0.08,2.1089736453401056
0.30000000000000004,1.0,0.06000000000000001,2.11278408075192
0.5,0.9,0.020000000000000004,2.113293638979066
0.5,0.9,0.1,2.1158460026682713
1.0,0.8,0.020000000000000004,2.1167304213158062
0.2,1.0,0.08,2.1171061005374314
0.6,1.0,0.020000000000000004,2.117777401429703
0.30000000000000004,0.9,0.1,2.1261563228791163
0.30000000000000004,0.5,0.1,2.13064555860049
0.6,0.30000000000000004,0.09000000000000001,2.1312823376476238
0.7000000000000001,0.2,0.020000000000000004,2.131577096067263
0.2,1.0,0.01,2.131908069369496
0.8,1.0,0.1,2.1337612679953706
0.4,0.8,0.06000000000000001,2.13626606684461
0.5,0.1,0.1,2.1396666761285843
0.7000000000000001,0.7000000000000001,0.1,2.142948621289507
0.30000000000000004,0.5,0.09000000000000001,2.1463715643913788
0.6,0.8,0.04000000000000001,2.1471407912890093
0.6,1.0,0.01,2.148935389978921
0.7000000000000001,0.30000000000000004,0.06000000000000001,2.1492468710524544
0.4,0.7000000000000001,0.07,2.149464561836329
1.0,0.1,0.07,2.1616428495483597
0.8,0.9,0.1,2.16179248934851
0.8,1.0,0.04000000000000001,2.1660164700619555
0.4,0.9,0.05000000000000001,2.1695505584297807
0.2,1.0,0.07,2.1710974539660133
0.5,0.7000000000000001,0.01,2.1715129218140743
0.5,0.2,0.05000000000000001,2.176019228853109
0.6,0.9,0.1,2.1839123566528946
0.6,1.0,0.05000000000000001,2.1892395108179956
0.4,0.6,0.09000000000000001,2.2033280507557467
0.7000000000000001,0.5,0.06000000000000001,2.2107961198265174
0.30000000000000004,1.0,0.030000000000000006,2.213232430787257
0.5,1.0,0.01,2.2257293763597104
0.5,1.0,0.05000000000000001,2.2260474035978084
0.6,0.5,0.020000000000000004,2.2267269969250356
0.1,0.9,0.1,2.2289963965907122
0.9,0.30000000000000004,0.030000000000000006,2.2339277733248903
0.4,0.6,0.07,2.2343897876564203
0.4,1.0,0.06000000000000001,2.23629177584383
0.30000000000000004,0.9,0.020000000000000004,2.2398981283247483
0.9,0.6,0.06000000000000001,2.2425401852822597
0.7000000000000001,1.0,0.09000000000000001,2.2471566289150275
0.5,0.30000000000000004,0.05000000000000001,2.253763931222884
0.9,0.7000000000000001,0.08,2.262548652335655
0.9,1.0,0.06000000000000001,2.266779384999685
0.4,0.8,0.1,2.26843882566698
0.9,0.9,0.01,2.272733674768694
0.6,0.1,0.01,2.28614313599906
0.6,0.7000000000000001,0.04000000000000001,2.29626242190598
0.9,0.2,0.08,2.2984624515237218
0.4,1.0,0.1,2.307309541682768
0.4,1.0,0.08,2.309631996630976
0.9,0.1,0.1,2.3114257769812006
0.4,0.9,0.020000000000000004,2.3166084407213803
1.0,0.9,0.05000000000000001,2.332335710675229
0.7000000000000001,0.6,0.07,2.3355867533624113
0.9,0.2,0.05000000000000001,2.3368235536819246
0.9,1.0,0.08,2.3418243506717222
0.30000000000000004,0.9,0.09000000000000001,2.3418421834034
0.30000000000000004,0.8,0.01,2.3518709777564735
0.2,0.9,0.08,2.355798195314415
0.5,0.9,0.08,2.361681703779938
0.4,0.8,0.09000000000000001,2.3625352818096372
0.9,0.1,0.04000000000000001,2.369581115789765
0.9,0.9,0.030000000000000006,2.3720566187326577
0.6,1.0,0.030000000000000006,2.377850183714297
0.5,0.4,0.08,2.3920321894455796
0.7000000000000001,0.1,0.05000000000000001,2.4018166951012097
0.8,0.2,0.06000000000000001,2.4066191781766855
0.6,0.2,0.09000000000000001,2.4131324139590955
0.7000000000000001,0.6,0.01,2.4294122509240714
0.7000000000000001,0.1,0.09000000000000001,2.4436567255278545
0.2,0.9,0.030000000000000006,2.4502133504824544
0.4,0.4,0.1,2.454649234091629
0.5,0.7000000000000001,0.030000000000000006,2.4675788871845428
0.7000000000000001,0.5,0.030000000000000006,2.4820645828349175
0.8,0.2,0.07,2.4866157050730964
1.0,0.8,0.09000000000000001,2.509375938022896
0.30000000000000004,0.7000000000000001,0.1,2.511684862117412
0.4,0.9,0.01,2.5300411677322128
0.5,0.6,0.1,2.5521456789258856
0.7000000000000001,0.2,0.01,2.5584171955589605
0.8,0.9,0.030000000000000006,2.5612463382253763
0.7000000000000001,0.2,0.06000000000000001,2.5727438419953628
0.8,0.8,0.07,2.595100609664835
0.8,0.4,0.08,2.6026814388885913
0.6,0.30000000000000004,0.030000000000000006,2.603199828752508
0.6,0.4,0.030000000000000006,2.608889287172468
0.8,0.6,0.06000000000000001,2.6280443814106818
0.8,0.2,0.05000000000000001,2.6281370280537106
0.6,0.1,0.04000000000000001,2.652695308936703
1.0,0.5,0.06000000000000001,2.665439291664278
0.6,0.9,0.030000000000000006,2.690967303846732
0.9,0.6,0.05000000000000001,2.69559444657798
0.4,0.1,0.08,2.7141294835661505
0.9,0.2,0.06000000000000001,2.7158382100672993
0.7000000000000001,0.2,0.030000000000000006,2.724490427936802
1.0,0.4,0.01,2.74252617309437
0.8,0.8,0.06000000000000001,2.745638854944709
0.6,0.30000000000000004,0.04000000000000001,2.7506679490245984
0.6,0.5,0.030000000000000006,2.7539541013430004
0.9,1.0,0.020000000000000004,2.7556037060457257
0.8,0.9,0.06000000000000001,2.762035359150866
0.4,1.0,0.04000000000000001,2.7627023651837517
0.7000000000000001,0.5,0.09000000000000001,2.777477197841551
0.5,0.5,0.09000000000000001,2.778270763099617
1.0,0.7000000000000001,0.05000000000000001,2.781279336941641
1.0,0.30000000000000004,0.030000000000000006,2.794433959446108
0.9,0.1,0.020000000000000004,2.817122623454127
0.8,0.9,0.05000000000000001,2.821231627293971
0.8,0.2,0.08,2.848739590780366
1.0,0.30000000000000004,0.01,2.851054938074554
0.7000000000000001,0.30000000000000004,0.1,2.8604670141044615
0.9,0.30000000000000004,0.05000000000000001,2.8748732996414605
0.6,0.9,0.04000000000000001,2.899094200964251
1.0,0.30000000000000004,0.07,2.9131594034170853
0.8,1.0,0.020000000000000004,2.9202473942326037
0.7000000000000001,0.2,0.09000000000000001,2.931138315571873
0.4,0.2,0.1,2.9370157503198446
0.7000000000000001,0.7000000000000001,0.030000000000000006,2.942154864642293
0.8,0.4,0.07,2.9438850724716
1.0,0.30000000000000004,0.05000000000000001,2.9451488586229773
0.8,0.4,0.020000000000000004,2.9748662870514697
0.8,0.1,0.04000000000000001,2.9783458479167435
0.9,0.7000000000000001,0.07,2.981926566883983
0.7000000000000001,0.30000000000000004,0.08,2.9846174864293764
0.9,0.30000000000000004,0.09000000000000001,2.989291443228684
1.0,0.2,0.030000000000000006,2.995016818823291
0.9,0.5,0.09000000000000001,2.995036331930109
0.8,0.7000000000000001,0.04000000000000001,2.9985146521211896
1.0,0.6,0.07,3.0103195934731666
0.9,0.5,0.06000000000000001,3.0189519594782195
0.7000000000000001,1.0,0.04000000000000001,3.051314062042432
0.9,0.5,0.04000000000000001,3.061201834598094
1.0,0.9,0.08,3.0627032547497417
0.8,0.5,0.1,3.09792856983561
1.0,0.7000000000000001,0.06000000000000001,3.105887410578447
0.8,0.7000000000000001,0.06000000000000001,3.1226060796347186
1.0,0.9,0.1,3.1307736200709515
0.9,0.30000000000000004,0.01,3.156059326206654
0.9,0.4,0.1,3.16628083102
0.7000000000000001,0.2,0.05000000000000001,3.195969493965193
0.7000000000000001,0.5,0.07,3.227484895108506
1.0,0.6,0.08,3.238188845109865
0.9,0.4,0.09000000000000001,3.2754376930387834
0.8,0.1,0.030000000000000006,3.2807626174612623
0.5,0.6,0.08,3.283394225389346
0.7000000000000001,0.9,0.06000000000000001,3.3341166190310316
0.8,0.9,0.01,3.3571420574214037
0.9,0.4,0.06000000000000001,3.3578971673550977
0.9,0.1,0.07,3.3691179599407604
0.6,0.8,0.030000000000000006,3.371216502612009
0.7000000000000001,0.9,0.01,3.374926799427622
0.8,0.1,0.020000000000000004,3.383666469645826
0.8,0.1,0.07,3.405085971334344
0.7000000000000001,0.1,0.07,3.418447244792227
0.8,0.6,0.08,3.422175354306527
1.0,0.4,0.1,3.4268336469368124
0.6,0.2,0.030000000000000006,3.456218109404447
0.7000000000000001,0.4,0.08,3.466169696862314
1.0,0.8,0.01,3.5200119572271986
1.0,1.0,0.030000000000000006,3.542111181424347
0.6,0.8,0.01,3.554131399925523
1.0,0.2,0.08,3.5674192071032005
0.8,0.5,0.09000000000000001,3.5960479448187956
0.9,0.7000000000000001,0.030000000000000006,3.611213961708894
1.0,1.0,0.08,3.646776159176675
0.9,0.8,0.04000000000000001,3.6654166259920986
0.9,0.8,0.07,3.6843400206815495
1.0,0.8,0.1,3.700788130795109
0.8,0.5,0.08,3.7127415860437547
0.5,0.8,0.08,3.7868374290363347
0.9,0.30000000000000004,0.020000000000000004,3.793059558394817
0.7000000000000001,0.9,0.1,3.825599368331904
0.8,0.8,0.030000000000000006,3.826319746911752
0.9,1.0,0.04000000000000001,3.851159848530081
1.0,0.5,0.09000000000000001,3.85386488272107
1.0,0.9,0.06000000000000001,3.882484276382027
1.0,0.1,0.06000000000000001,3.9166070500760832
0.4,0.5,0.01,3.9321092102296924
0.8,0.7000000000000001,0.01,3.933050791812883
0.6,0.4,0.01,3.9338402768324037
1.0,0.6,0.1,3.9416251432085647
1.0,0.2,0.01,3.987151618713811
0.8,0.6,0.09000000000000001,4.009313960833331
0.7000000000000001,0.8,0.06000000000000001,4.020648725846118
1.0,0.9,0.020000000000000004,4.043500961802286
0.8,0.2,0.020000000000000004,4.061835241146595
0.9,0.9,0.1,4.074173677219449
0.8,0.7000000000000001,0.09000000000000001,4.124593496357396
1.0,0.4,0.030000000000000006,4.1486343940103785
1.0,0.1,0.05000000000000001,4.163891768580799
0.7000000000000001,0.6,0.1,4.174204920001498
0.7000000000000001,0.8,0.08,4.189475505038663
0.7000000000000001,0.7000000000000001,0.09000000000000001,4.285829906577154
0.9,0.5,0.1,4.291396156593494
1.0,1.0,0.1,4.292838273355791
0.9,1.0,0.07,4.358186226978295
1.0,0.5,0.01,4.412547006123328
0.9,0.5,0.08,4.4256358648406415
0.9,0.1,0.05000000000000001,4.5339318626930165
0.7000000000000001,0.6,0.020000000000000004,4.5412804602369885
0.7000000000000001,1.0,0.06000000000000001,4.566703035338995
0.7000000000000001,0.1,0.08,4.619787640793515
0.7000000000000001,0.4,0.05000000000000001,4.667098359387783
1.0,0.9,0.07,4.6909283972406275
1.0,0.4,0.07,4.73689252296326
0.6,0.6,0.030000000000000006,4.7500514918427665
0.9,0.1,0.06000000000000001,4.779768502567616
0.9,0.5,0.05000000000000001,4.8390254693920305
0.9,0.9,0.04000000000000001,4.854256082404879
1.0,0.2,0.04000000000000001,4.872438041125728
0.6,0.8,0.07,4.872593973266497
0.9,0.9,0.020000000000000004,4.969765865218052
1.0,0.30000000000000004,0.1,5.000062210912677
1.0,0.2,0.07,5.005418209778973
0.9,1.0,0.05000000000000001,5.149928393220083
0.8,0.9,0.020000000000000004,5.159978420174259
0.8,0.30000000000000004,0.01,5.1725708647072395
0.8,0.6,0.030000000000000006,5.185226824245985
0.9,0.6,0.1,5.210048429439015
1.0,0.30000000000000004,0.09000000000000001,5.2139820304428195
0.9,0.4,0.01,5.220549405042134
0.7000000000000001,0.4,0.06000000000000001,5.22328584361426
0.9,0.7000000000000001,0.1,5.267815383649034
1.0,0.9,0.01,5.371471010472812
0.5,0.30000000000000004,0.07,5.402996128954495
0.8,0.30000000000000004,0.030000000000000006,5.449537508028863
0.6,0.6,0.1,5.507926922750763
1.0,1.0,0.06000000000000001,5.605247418108899
0.9,0.2,0.07,5.606025627939557
0.6,0.6,0.09000000000000001,5.674472854419592
0.6,0.7000000000000001,0.01,5.728975294651812
0.9,0.7000000000000001,0.04000000000000001,5.909950830878068
0.8,0.30000000000000004,0.08,5.9512148799338105
0.8,0.7000000000000001,0.05000000000000001,6.061807030905755
1.0,0.1,0.030000000000000006,6.27499923731382
0.8,0.6,0.1,6.288238156726759
1.0,0.30000000000000004,0.06000000000000001,6.361511293612814
1.0,0.5,0.030000000000000006,6.487909969052567
0.7000000000000001,0.4,0.030000000000000006,6.615965247914729
1.0,0.4,0.06000000000000001,6.622936432942038
0.5,0.8,0.01,6.671949598025815
0.9,0.1,0.08,6.940145559296097
0.7000000000000001,0.6,0.030000000000000006,7.068488992088037
0.8,0.4,0.01,7.194325762483987
0.8,0.5,0.01,7.303911130312522
0.8,0.8,0.01,7.422665548978905
1.0,0.6,0.06000000000000001,7.598770417142489
1.0,0.6,0.05000000000000001,8.115410957728155
0.7000000000000001,0.8,0.020000000000000004,8.49501353731959
0.8,0.7000000000000001,0.020000000000000004,8.66376332935742
0.8,0.5,0.05000000000000001,8.683799102874207
0.9,0.8,0.01,8.766348405073307
0.8,0.4,0.06000000000000001,8.767796861475363
0.9,0.7000000000000001,0.01,9.62478135166424
0.9,0.5,0.07,9.87114692021826
0.9,0.30000000000000004,0.07,10.411236897050303
0.7000000000000001,0.5,0.05000000000000001,10.872678881102793
0.9,0.9,0.05000000000000001,15.12241060258613
1.0,0.7000000000000001,0.07,15.138698423123156
0.9,0.6,0.09000000000000001,24.431897259855855
